##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ERR3077934_2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	789696
Sequences flagged as poor quality	0
Sequence length	35-151
%GC	65
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.644387207229112	32.0	32.0	33.0	29.0	33.0
2	30.974140681983954	32.0	32.0	33.0	29.0	33.0
3	31.04756134005997	32.0	32.0	33.0	29.0	34.0
4	31.11010439460248	32.0	32.0	33.0	29.0	34.0
5	31.032910132506686	32.0	32.0	33.0	29.0	34.0
6	31.859209113380338	33.0	32.0	37.0	18.0	37.0
7	32.03143741389091	33.0	32.0	37.0	18.0	37.0
8	32.020637055271905	33.0	32.0	37.0	18.0	37.0
9	31.805399799416485	33.0	32.0	37.0	16.0	37.0
10-14	33.6606782863279	35.2	33.6	37.4	28.0	37.4
15-19	34.89662224450928	38.0	35.4	38.0	25.8	38.0
20-24	34.031114504822106	37.4	34.0	38.0	16.4	38.4
25-29	34.67446612367291	38.0	35.0	38.0	18.0	39.0
30-34	34.22313776440554	37.4	34.4	38.0	17.2	39.0
35-39	34.047605918485985	37.2	34.0	38.0	16.2	39.0
40-44	34.59647049759302	38.0	35.2	38.0	21.8	39.0
45-49	34.496172335428845	38.0	35.2	38.0	21.2	39.0
50-54	34.11591819618584	37.4	34.2	38.0	16.4	39.0
55-59	34.292633820364074	38.0	34.0	38.0	16.4	39.0
60-64	33.98712042046765	37.6	34.0	38.0	16.0	39.0
65-69	34.06621648648961	38.0	34.0	38.0	16.0	39.0
70-74	33.58453969883037	37.2	33.2	38.0	15.6	39.0
75-79	32.985033681963365	37.0	32.0	38.0	14.4	39.0
80-84	33.116048276926946	37.0	32.4	38.0	14.8	39.0
85-89	32.76164196557973	37.0	31.4	38.0	14.2	39.0
90-94	32.16315552720032	37.0	30.0	38.0	14.0	39.0
95-99	32.2433671666854	37.0	30.2	38.0	14.0	39.0
100-104	31.55650139015562	36.0	28.8	38.0	13.6	39.0
105-109	31.109892342222643	35.0	27.0	38.0	13.0	39.0
110-114	31.38833552273548	35.8	28.4	38.0	13.0	39.0
115-119	30.451177996017783	34.2	25.8	38.0	13.0	38.2
120-124	29.982096727549674	34.0	25.0	38.0	12.8	38.0
125-129	29.93979056613739	34.0	24.6	37.2	12.0	38.0
130-134	29.277488078382465	33.4	24.0	37.0	12.0	38.0
135-139	28.572878967944273	32.8	24.0	37.0	12.0	38.0
140-144	28.183728217709255	32.2	16.6	37.0	12.0	38.0
145-149	27.419155462138413	31.8	14.0	37.0	12.0	37.0
150-151	25.07312287996398	27.5	13.5	35.0	12.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.032311618216752436
1101	2	0.4107203212078616
1101	3	0.3688430262145346
1101	4	0.5549552254955188
1101	5	0.5217441440275934
1101	6	1.186635477803879
1101	7	1.2216737955278205
1101	8	1.3641634492431152
1101	9	1.6314956283009892
1101	10-14	0.6759524646500736
1101	15-19	0.8236258363214972
1101	20-24	1.7902322513646283
1101	25-29	1.302296288718395
1101	30-34	1.5056799589173977
1101	35-39	1.5941864183853056
1101	40-44	1.0339045186980087
1101	45-49	0.8160468990700807
1101	50-54	0.8936058746587037
1101	55-59	0.7721939665672082
1101	60-64	0.8121609252233597
1101	65-69	0.6850434891289368
1101	70-74	0.8600087510341439
1101	75-79	1.0077355630471772
1101	80-84	0.8709899162415269
1101	85-89	0.7519286716938041
1101	90-94	0.9354147220524567
1101	95-99	0.705004685066065
1101	100-104	1.0794187323147106
1101	105-109	1.1205052722845856
1101	110-114	0.6616673230626269
1101	115-119	0.8972070105984287
1101	120-124	0.9235090360323426
1101	125-129	0.5262306064596487
1101	130-134	0.4477828689809904
1101	135-139	0.5768422606853925
1101	140-144	0.5684400978782058
1101	145-149	0.6508189709619678
1101	150-151	-0.012330057961793983
1102	1	0.267926832375494
1102	2	0.37160613750798177
1102	3	0.3286710477750461
1102	4	0.4568957730712562
1102	5	0.26490832862713276
1102	6	-0.595605058560686
1102	7	0.8481859771801581
1102	8	-0.29207263771681724
1102	9	-0.31102866602961754
1102	10-14	0.0922599663075161
1102	15-19	0.4955748868552661
1102	20-24	-0.03591639768928445
1102	25-29	0.8063198303319083
1102	30-34	0.11795838258061764
1102	35-39	-0.01812729072488395
1102	40-44	0.4924105800505103
1102	45-49	-0.08416528222558384
1102	50-54	-0.233381118227733
1102	55-59	0.49070935869094967
1102	60-64	0.1722357031084485
1102	65-69	0.46559603044366327
1102	70-74	0.37248889743317903
1102	75-79	0.24149400682983924
1102	80-84	0.5091853503174804
1102	85-89	0.40213893007815926
1102	90-94	0.35683468379416894
1102	95-99	0.523654068259539
1102	100-104	0.3107182952669767
1102	105-109	-0.33025744558833026
1102	110-114	0.6252751198954059
1102	115-119	0.2536047443413203
1102	120-124	0.27142346930256167
1102	125-129	0.5377010895586523
1102	130-134	0.4425110560487049
1102	135-139	0.783297582122664
1102	140-144	0.6335875422704866
1102	145-149	0.4567839353651202
1102	150-151	0.4618851192655562
1103	1	-0.026081567834548736
1103	2	0.1903870232894107
1103	3	-0.006847446461314632
1103	4	0.12116961590981035
1103	5	0.26094338846831633
1103	6	0.9654439958038843
1103	7	-2.5609987838571477
1103	8	-2.0847034939103573
1103	9	-1.9263771470254305
1103	10-14	0.36224276827469737
1103	15-19	0.031405295000318745
1103	20-24	-2.114142019378704
1103	25-29	0.5664599223981384
1103	30-34	-0.33862354160865493
1103	35-39	-1.3150269685493399
1103	40-44	0.8228784549958661
1103	45-49	-0.6220688277963902
1103	50-54	-1.1614816462305058
1103	55-59	0.5881096478082313
1103	60-64	-0.658764370523798
1103	65-69	0.45059261762876446
1103	70-74	0.7084202817942469
1103	75-79	-1.373118178427557
1103	80-84	-0.1743980694547389
1103	85-89	-0.3287250811713136
1103	90-94	-1.0004186466452225
1103	95-99	0.34775832359134995
1103	100-104	-0.34726890189156023
1103	105-109	-1.731209043503231
1103	110-114	0.3507633887387378
1103	115-119	-0.48384700150272053
1103	120-124	0.0145942534226009
1103	125-129	0.7390968290594415
1103	130-134	-0.03381235769547786
1103	135-139	0.00783631043307409
1103	140-144	0.528847735575539
1103	145-149	-0.17662033987987158
1103	150-151	0.5147877159842551
1104	1	0.2451062350958324
1104	2	0.4182755213392504
1104	3	0.11786229190488484
1104	4	0.42845309699412937
1104	5	0.42574835810574996
1104	6	0.6031974768222135
1104	7	0.6478191830905047
1104	8	0.9202635979862634
1104	9	1.4872460346851852
1104	10-14	0.6832770849071323
1104	15-19	0.7994968795577861
1104	20-24	1.4079391247164565
1104	25-29	0.9623786293420622
1104	30-34	1.1777256717740698
1104	35-39	1.3481260111398896
1104	40-44	0.6971425565376919
1104	45-49	0.6541676794026969
1104	50-54	0.9440708935032518
1104	55-59	0.4286563851707115
1104	60-64	0.773458054581603
1104	65-69	0.4259418386043379
1104	70-74	0.33935260653812094
1104	75-79	0.7389165398807549
1104	80-84	0.33592583658169417
1104	85-89	0.7202179130097832
1104	90-94	0.8352820899455722
1104	95-99	0.5458114738368636
1104	100-104	0.3724605170584212
1104	105-109	0.3260688283235318
1104	110-114	0.46790310641290134
1104	115-119	1.0556434409188284
1104	120-124	0.9036334817190763
1104	125-129	0.7812746371406369
1104	130-134	0.8201620690304914
1104	135-139	1.0584446022005523
1104	140-144	0.8720899111736422
1104	145-149	1.2240256957069668
1104	150-151	0.8937779640193071
1105	1	0.41113902787300916
1105	2	0.422301081160402
1105	3	0.2517763184922792
1105	4	0.2860097146472782
1105	5	0.20748300134501463
1105	6	-0.7220795421791522
1105	7	-0.9540096804558758
1105	8	0.8300557016359065
1105	9	-0.42780727500581506
1105	10-14	0.10608393157305329
1105	15-19	0.4153031432821166
1105	20-24	1.4691977379583392
1105	25-29	0.5621367110210969
1105	30-34	0.9993247043929827
1105	35-39	1.558605848114901
1105	40-44	0.7933767487009931
1105	45-49	0.7585310679628137
1105	50-54	0.799165547011782
1105	55-59	0.4237114994105795
1105	60-64	1.0155919174283596
1105	65-69	0.8546853468979876
1105	70-74	0.7616446834394779
1105	75-79	1.1307054335066056
1105	80-84	0.9464838542668375
1105	85-89	0.9571179723281418
1105	90-94	1.2925914699230248
1105	95-99	0.91690754013689
1105	100-104	1.5351722951665856
1105	105-109	1.338870682225977
1105	110-114	0.7100978539845961
1105	115-119	0.9756332611638641
1105	120-124	0.9444728780199796
1105	125-129	0.6397285741394043
1105	130-134	1.1531003890683706
1105	135-139	1.0660886046312967
1105	140-144	0.9779053120043102
1105	145-149	1.2285775206894733
1105	150-151	0.670379687711609
1106	1	0.20726097325976056
1106	2	0.26234146870994124
1106	3	0.32182498370284307
1106	4	0.31153236196326617
1106	5	0.3216237017845849
