##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ERR3077936_2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1282638
Sequences flagged as poor quality	0
Sequence length	35-151
%GC	65
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.80924157868393	32.0	32.0	33.0	29.0	34.0
2	31.044426408698325	32.0	32.0	33.0	29.0	34.0
3	31.14285090571151	32.0	32.0	33.0	29.0	34.0
4	31.21290496617128	32.0	32.0	33.0	29.0	34.0
5	31.204832540436193	32.0	32.0	33.0	29.0	34.0
6	32.00153667675525	33.0	32.0	37.0	18.0	37.0
7	31.992598067420424	33.0	32.0	37.0	18.0	37.0
8	31.91230885097744	33.0	32.0	37.0	17.0	37.0
9	31.905767644495175	33.0	32.0	37.0	17.0	37.0
10-14	33.729140100324486	35.4	33.6	37.4	28.0	37.4
15-19	35.01848300143922	38.0	35.8	38.0	26.2	38.0
20-24	34.19167153943669	38.0	34.0	38.0	17.0	38.4
25-29	34.82834018639709	38.0	35.8	38.0	25.8	39.0
30-34	34.37269783056482	37.8	34.8	38.0	20.0	39.0
35-39	34.204951024070205	37.6	34.2	38.0	17.0	39.0
40-44	34.70370963446836	38.0	35.6	38.0	22.2	39.0
45-49	34.57941398012803	38.0	35.2	38.0	22.0	39.0
50-54	34.2493729551211	38.0	34.4	38.0	16.6	39.0
55-59	34.426836735318126	38.0	34.8	38.0	17.2	39.0
60-64	34.14404560816098	38.0	34.0	38.0	16.4	39.0
65-69	34.212650270554946	38.0	34.0	38.0	16.4	39.0
70-74	33.76061115919741	37.8	33.8	38.0	15.8	39.0
75-79	33.189774782389065	37.0	32.4	38.0	15.0	39.0
80-84	33.29884883927595	37.0	32.8	38.0	14.8	39.0
85-89	32.9562568277323	37.0	31.8	38.0	14.6	39.0
90-94	32.372134042408874	37.0	30.4	38.0	14.0	39.0
95-99	32.45019176648895	37.0	31.0	38.0	14.0	39.0
100-104	31.793851294397136	36.4	29.2	38.0	13.8	39.0
105-109	31.34990974559063	35.2	27.4	38.0	13.0	39.0
110-114	31.60729579439866	36.0	29.4	38.0	13.0	39.0
115-119	30.694149432325638	34.6	26.2	38.0	13.0	38.2
120-124	30.21857019354679	34.0	25.0	38.0	13.0	38.0
125-129	30.16730159294105	34.0	25.0	37.6	12.6	38.0
130-134	29.51463838371211	33.6	24.0	37.0	12.0	38.0
135-139	28.816697993782032	33.0	24.0	37.0	12.0	38.0
140-144	28.418561553453564	32.6	22.2	37.0	12.0	38.0
145-149	27.6611882316543	32.0	14.2	37.0	12.0	37.0
150-151	25.316293117220283	28.0	13.5	35.0	12.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.1409821295987186
1101	2	0.3737142709490904
1101	3	0.3756390501943905
1101	4	0.4374286529641722
1101	5	0.3842936079731416
1101	6	1.153706617530041
1101	7	1.1234266767365213
1101	8	1.3270472453552564
1101	9	1.4571058892438806
1101	10-14	0.6531562906622241
1101	15-19	0.8668477574494347
1101	20-24	1.7586657877445973
1101	25-29	1.1867887173124032
1101	30-34	1.4092704897807593
1101	35-39	1.4358605381044072
1101	40-44	0.8864823161157958
1101	45-49	0.686172679512147
1101	50-54	0.8339686849391867
1101	55-59	0.6619392302993461
1101	60-64	0.8158984662822988
1101	65-69	0.48221868084713293
1101	70-74	0.6895316721292559
1101	75-79	0.8879560044610528
1101	80-84	0.7730164874750471
1101	85-89	0.6373585671535977
1101	90-94	0.8680985352381327
1101	95-99	0.5870265042952525
1101	100-104	0.8743486231668385
1101	105-109	0.8025387999467029
1101	110-114	0.4417408677911894
1101	115-119	0.7405925984166046
1101	120-124	0.6731461514232286
1101	125-129	0.36398032662272684
1101	130-134	0.13365358986394682
1101	135-139	0.4046291233310306
1101	140-144	0.35295362391993734
1101	145-149	0.26061908378160936
1101	150-151	-0.27872715699445294
1102	1	0.23705498055808505
1102	2	0.25581849285580915
1102	3	0.30000069668830776
1102	4	0.3162776285515818
1102	5	0.23638235726271972
1102	6	-0.42630150775493547
1102	7	0.8198535502521977
1102	8	-0.13518017402398286
1102	9	-0.17241839260842085
1102	10-14	0.07730637720947442
1102	15-19	0.2656907687319148
1102	20-24	0.004387533470719518
1102	25-29	0.6763273048526273
1102	30-34	0.11973336090206743
1102	35-39	0.006956734474350412
1102	40-44	0.5448975888611756
1102	45-49	-0.03931725132510877
1102	50-54	-0.2694781630889693
1102	55-59	0.41726459746329425
1102	60-64	0.17520697742387625
1102	65-69	0.4355209689764905
1102	70-74	0.28134161806472946
1102	75-79	0.10400000391856423
1102	80-84	0.44347631396624365
1102	85-89	0.3865063384264147
1102	90-94	0.17163449513164153
1102	95-99	0.49242629853994657
1102	100-104	0.16661992926449898
1102	105-109	-0.4165856008217368
1102	110-114	0.42312699028586565
1102	115-119	0.2544025759376609
1102	120-124	0.1884726401263208
1102	125-129	0.3464062133421777
1102	130-134	0.38075065198332325
1102	135-139	0.7362359671285112
1102	140-144	0.6502697270030318
1102	145-149	0.4311451152323684
1102	150-151	0.3351809551848852
1103	1	-0.14021844041518605
1103	2	-0.001957251284064654
1103	3	0.028566901642495424
1103	4	-0.07882864272038148
1103	5	0.13075750467408653
1103	6	0.9778189456769439
1103	7	-2.4771017615588953
1103	8	-2.350503087975177
1103	9	-1.814037084406035
1103	10-14	0.2750663451385975
1103	15-19	-0.026893481198897007
1103	20-24	-2.1619799474543413
1103	25-29	0.4053689502518978
1103	30-34	-0.44743696886856554
1103	35-39	-1.4930711340438378
1103	40-44	0.6590236069257642
1103	45-49	-0.7609232961482277
1103	50-54	-1.1586278527516711
1103	55-59	0.3838025611644298
1103	60-64	-0.757266641991059
1103	65-69	0.3653972695753822
1103	70-74	0.7122661515074995
1103	75-79	-1.5517698317726598
1103	80-84	-0.32404820569120574
1103	85-89	-0.3024409694804717
1103	90-94	-0.9623329159985055
1103	95-99	0.28348906782552064
1103	100-104	-0.3827370152865299
1103	105-109	-1.8295393530731268
1103	110-114	0.16057495655802612
1103	115-119	-0.44737941061072206
1103	120-124	-0.023885848560531997
1103	125-129	0.5771101222456743
1103	130-134	-0.07852209956870482
1103	135-139	-0.13031387942913142
1103	140-144	0.47089439872853944
1103	145-149	-0.32699722454813696
1103	150-151	0.29720739429149745
1104	1	0.4124990930906449
1104	2	0.4758823858935983
1104	3	0.19850068947283006
1104	4	0.4452722963150002
1104	5	0.46047230538344763
1104	6	0.6521880767058192
1104	7	0.8187692446335078
1104	8	1.07725660036974
1104	9	1.5343937380494133
1104	10-14	0.7495436978147083
1104	15-19	0.7338655239469034
1104	20-24	1.5346008590113414
1104	25-29	1.0817266994742099
1104	30-34	1.2410532337653848
1104	35-39	1.3090856574582261
1104	40-44	0.764599784943762
1104	45-49	0.7163437670441013
1104	50-54	0.8730823306938333
1104	55-59	0.5029978961837358
1104	60-64	0.8079439654083274
1104	65-69	0.5527414089537643
1104	70-74	0.4541033292541883
1104	75-79	0.8901080276616398
1104	80-84	0.6271932601553942
1104	85-89	0.7175978730638946
1104	90-94	0.9139771789827478
1104	95-99	0.5946279049843923
1104	100-104	0.5272661622687664
1104	105-109	0.4971482055086369
1104	110-114	0.4957350797625395
1104	115-119	1.0469492773490572
1104	120-124	1.057526299271057
1104	125-129	0.772555032378861
1104	130-134	0.8599095485173969
1104	135-139	1.1294377405038638
1104	140-144	1.0083035970666892
1104	145-149	1.3981638709892081
1104	150-151	1.1270131892758855
1105	1	0.5890073772269986
1105	2	0.5886275772857132
1105	3	0.5047999658011477
1105	4	0.41731952541422146
1105	5	0.36330033813911555
1105	6	-0.3411408130294724
1105	7	-0.7926771465300817
1105	8	0.665269359844121
1105	9	-0.3383428835464741
1105	10-14	0.15375461002190605
1105	15-19	0.6090958610255512
1105	20-24	1.6352995830639045
1105	25-29	0.7031882306111399
1105	30-34	1.162485246715299
1105	35-39	1.6258774419479565
1105	40-44	0.9294197114284231
1105	45-49	0.9330826141095727
1105	50-54	1.0479054545246598
1105	55-59	0.6400295284566653
1105	60-64	1.0120523624139608
1105	65-69	0.8548178742465922
1105	70-74	0.7797945782108044
1105	75-79	1.2052095963151572
1105	80-84	1.001433100480881
1105	85-89	1.0846299341070278
1105	90-94	1.4419009133190315
1105	95-99	0.9142419609717649
1105	100-104	1.3505139716040517
1105	105-109	1.1460434513205726
1105	110-114	0.8231296226724467
1105	115-119	1.1050511021122702
1105	120-124	1.062486184954178
1105	125-129	0.7040860431411389
1105	130-134	1.0543601397231726
1105	135-139	0.9984117477756342
1105	140-144	0.8904579727436719
1105	145-149	0.9781386627852484
1105	150-151	0.511663889492926
1106	1	0.37321841570018677
1106	2	0.3713519684429123
1106	3	0.4395962231858519
1106	4	0.40275910144831784
1106	5	0.3954796268704861
1106	6	-0.4593757353604282
1106	7	0.8549403587587605
1106	8	0.19039363270301024
1106	9	-0.48092274087298037
1106	10-14	0.5098036465822844
1106	15-19	0.6241632314400007
1106	20-24	1.1636655255508899
1106	25-29	0.9934121435664736
1106	30-34	0.8186911907287069
1106	35-39	1.0357296079947105
1106	40-44	0.5871138027218592
1106	45-49	0.6284820972734337
1106	50-54	0.4058827447647104
1106	55-59	0.4613073219909296
1106	60-64	0.40921722886319145
1106	65-69	0.5224119445544133
1106	70-74	0.5013273084914687
1106	75-79	0.6950682677573781
1106	80-84	0.6086599284860696
1106	85-89	0.8135811872687952
1106	90-94	0.8585504382771205
1106	95-99	0.6272977207651138
1106	100-104	1.0606126075024136
1106	105-109	0.8942519426017341
1106	110-114	0.783130415337645
1106	115-119	1.0623791687689845
1106	120-124	0.9344916520576021
1106	125-129	0.819717087651938
1106	130-134	1.0867853165929269
1106	135-139	0.8973725517152396
1106	140-144	0.9711858846469994
1106	145-149	1.0914798969145068
1106	150-151	0.9825713664268285
1107	1	0.4458110148400358
1107	2	0.12220483148244199
1107	3	0.0956865365077384
1107	4	0.27942533492201704
1107	5	0.44843164359090437
1107	6	1.0973576968845364
1107	7	1.071566442932344
1107	8	0.9076321025770575
1107	9	1.09621458649951
1107	10-14	0.26224818303612096
1107	15-19	0.3701792303012681
1107	20-24	1.2497573014169419
1107	25-29	-0.026170747309265607
1107	30-34	0.7925198537492903
1107	35-39	0.9453881234201305
1107	40-44	0.45472359962452913
1107	45-49	0.5423452377770914
1107	50-54	0.6456143515678505
1107	55-59	-0.5373513943154862
1107	60-64	0.3461551496299009
1107	65-69	0.3858373581365413
1107	70-74	0.21382953986132947
1107	75-79	0.9410394590265909
1107	80-84	0.5107215704482115
1107	85-89	0.4412515831968733
1107	90-94	0.9738585774637727
1107	95-99	0.042461634459996844
1107	100-104	0.7169307076194258
1107	105-109	0.5338031800759317
1107	110-114	0.6336031526180577
1107	115-119	1.224136696736089
1107	120-124	0.9809137213908912
1107	125-129	0.5843926848923751
1107	130-134	0.9338637326764925
1107	135-139	0.9645405019807818
1107	140-144	0.6713308369383952
1107	145-149	1.3260131581480437
1107	150-151	0.918475191490888
1108	1	0.3844631858359442
1108	2	0.49627014217972487
1108	3	0.5639941694522328
1108	4	0.5835344461086649
1108	5	0.40265118167711833
1108	6	0.6140445057072128
1108	7	0.3910484596201229
1108	8	0.6876420358476416
1108	9	1.4872494200406656
1108	10-14	0.4675984797675241
1108	15-19	0.6396624858638944
1108	20-24	0.8588457985615392
1108	25-29	0.5053539958051516
1108	30-34	0.9441010895561632
1108	35-39	0.9387733309417712
1108	40-44	0.49983198756991953
1108	45-49	0.7958863140107084
1108	50-54	0.6655380179921053
1108	55-59	0.6039674700223188
1108	60-64	0.7462911287445664
1108	65-69	0.6634897288230732
1108	70-74	0.9074132201726499
1108	75-79	1.2354172465800133
1108	80-84	1.1116932444801222
1108	85-89	1.0497398793696107
1108	90-94	1.1369478613527235
1108	95-99	1.0289279960360602
1108	100-104	0.874472120345871
1108	105-109	0.4162350172692406
1108	110-114	0.7334768520848982
1108	115-119	1.2581711894736642
1108	120-124	1.2327447434669239
1108	125-129	1.0286678947757686
1108	130-134	0.997361885150525
1108	135-139	0.8035913390557035
1108	140-144	1.348582855785434
1108	145-149	1.5570989159900819
1108	150-151	0.8403713002968765
1109	1	0.3476043343342994
1109	2	0.4246302232793653
1109	3	0.2642307916271882
1109	4	0.4058247769501797
1109	5	0.4138197809575743
1109	6	-0.0200281631810455
1109	7	0.23540522191977686
1109	8	1.0876340976956307
