##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ERR3077936_1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1282638
Sequences flagged as poor quality	0
Sequence length	35-151
%GC	65
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.34011622920887	33.0	32.0	33.0	32.0	34.0
2	32.322615578206786	33.0	32.0	34.0	32.0	34.0
3	32.45813783779991	33.0	32.0	34.0	32.0	34.0
4	32.55468261504805	33.0	32.0	34.0	32.0	34.0
5	32.26731548574111	33.0	32.0	34.0	32.0	34.0
6	33.68656082230528	34.0	33.0	37.0	32.0	37.0
7	33.61956842070795	34.0	33.0	37.0	31.0	37.0
8	33.714553131904715	34.0	33.0	37.0	32.0	37.0
9	33.78742092468803	34.0	33.0	37.0	32.0	37.0
10-14	34.69851602712534	35.6	34.6	37.4	32.2	37.4
15-19	36.18880744216217	38.0	37.0	38.0	33.0	38.0
20-24	36.54461430271051	38.0	37.0	38.4	34.0	38.4
25-29	36.47183975525441	38.0	37.0	39.0	33.4	39.0
30-34	36.51090627285329	38.0	37.0	39.0	33.8	39.0
35-39	36.44466304806216	38.0	37.0	39.0	33.4	39.0
40-44	36.308095163978265	38.0	37.0	39.0	32.6	39.0
45-49	36.19003684165788	38.0	37.0	39.0	32.2	39.0
50-54	36.10347867007874	38.0	36.6	39.0	32.0	39.0
55-59	36.09473384347999	38.0	37.0	39.0	32.0	39.0
60-64	35.844392323083504	38.0	36.2	39.0	30.4	39.0
65-69	35.82929302673718	38.0	36.2	39.0	30.4	39.0
70-74	35.80281067027122	38.0	36.2	39.0	30.6	39.0
75-79	35.62165632568234	38.0	36.0	39.0	30.0	39.0
80-84	35.449680995706444	38.0	36.0	39.0	30.0	39.0
85-89	35.13380414117476	38.0	35.0	38.0	27.8	39.0
90-94	35.03026680101496	38.0	34.8	38.0	27.0	39.0
95-99	35.10684641984758	38.0	35.0	38.0	27.0	39.0
100-104	34.688275761317456	38.0	34.0	38.0	26.0	39.0
105-109	34.50894200005279	38.0	34.0	38.0	25.2	39.0
110-114	34.40917591911533	38.0	34.0	38.0	24.4	39.0
115-119	34.024930858334415	37.6	33.8	38.0	24.0	39.0
120-124	33.82349625729289	37.0	33.0	38.0	22.4	39.0
125-129	33.534596156459486	37.0	32.8	38.0	19.0	38.4
130-134	33.06777802698001	37.0	32.0	38.0	15.0	38.0
135-139	32.81661690349981	37.0	32.0	37.8	14.2	38.0
140-144	32.59789827958121	37.0	31.6	37.0	14.0	38.0
145-149	32.17956046760704	37.0	31.0	37.0	14.0	38.0
150-151	30.428562520966878	35.0	27.5	37.0	13.0	37.5
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.06532116348469685
1101	2	0.0068536332521489385
1101	3	0.09927477191497758
1101	4	0.10397330728962828
1101	5	0.11258886936762025
1101	6	0.14999919353287794
1101	7	0.2016353003304019
1101	8	0.29125498180486176
1101	9	0.3611699039514704
1101	10-14	0.1946808428261022
1101	15-19	0.212881623882069
1101	20-24	0.2288389162886304
1101	25-29	0.23501806377052503
1101	30-34	0.20447591885381655
1101	35-39	0.23051571327062703
1101	40-44	0.09924353728443691
1101	45-49	0.15060380434518805
1101	50-54	0.23273779882126178
1101	55-59	0.1750107000976726
1101	60-64	0.23339374640601562
1101	65-69	0.14652876725177322
1101	70-74	0.12202542183513287
1101	75-79	0.0611956971813612
1101	80-84	0.19240664829543874
1101	85-89	0.28732391133714685
1101	90-94	0.23558127321689426
1101	95-99	0.18015098515729022
1101	100-104	0.3576952603391774
1101	105-109	0.28891071340471797
1101	110-114	0.21159490449137763
1101	115-119	0.30627645490861255
1101	120-124	0.25503497046862833
1101	125-129	0.3512900718081369
1101	130-134	0.4359815994525036
1101	135-139	0.43207839184584884
1101	140-144	0.3431060291287409
1101	145-149	0.4096464384817651
1101	150-151	0.18653377205786725
1102	1	0.05691683389187574
1102	2	0.013430576027239738
1102	3	0.07389865333767887
1102	4	0.08607985224990244
1102	5	-0.04709026831489638
1102	6	0.17204632234673767
1102	7	0.25508606131953115
1102	8	0.22087645373481024
1102	9	0.2478910597300441
1102	10-14	0.20496678370601984
1102	15-19	0.25040601594435685
1102	20-24	0.16764487756818625
1102	25-29	0.02244353697113155
1102	30-34	0.2042947747013244
1102	35-39	0.21577066689071955
1102	40-44	0.2525427418318884
1102	45-49	0.19328391680442536
1102	50-54	0.2562268303873978
1102	55-59	0.19303795623235231
1102	60-64	0.14228526796453167
1102	65-69	0.15953427025546318
1102	70-74	0.16329721667979413
1102	75-79	0.13154837270996467
1102	80-84	0.24271535451359938
1102	85-89	0.20056815822772478
1102	90-94	-0.02437306882153223
1102	95-99	0.1750821529614086
1102	100-104	0.031964578555339074
1102	105-109	0.13209708005267373
1102	110-114	0.24555094490319362
1102	115-119	0.2320260911538199
1102	120-124	0.26925808199779055
1102	125-129	0.4013101241466188
1102	130-134	0.49930332266168165
1102	135-139	0.7019320798396791
1102	140-144	0.6244535094279016
1102	145-149	0.4993484951390599
1102	150-151	0.5694034183727901
1103	1	-0.08169092372477138
1103	2	0.08235036379868887
1103	3	-0.050424258422886226
1103	4	-0.034634903928960625
1103	5	-0.02308184021841697
1103	6	0.27512036502173487
1103	7	0.14855602080011465
1103	8	0.12396758334946867
1103	9	0.18970208913053455
1103	10-14	0.06325070000337973
1103	15-19	0.2653611408214118
1103	20-24	0.09215413920063042
1103	25-29	0.20197626758822196
1103	30-34	0.10806607769730192
1103	35-39	0.222644546909315
