##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ERR3077939_1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	935193
Sequences flagged as poor quality	0
Sequence length	35-151
%GC	65
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.12121989792481	33.0	32.0	33.0	32.0	34.0
2	32.13432628345165	33.0	32.0	33.0	32.0	34.0
3	32.33000781656835	33.0	32.0	33.0	32.0	34.0
4	32.49843187449008	33.0	32.0	34.0	32.0	34.0
5	32.207809510977945	33.0	32.0	34.0	32.0	34.0
6	33.70045220612216	34.0	33.0	37.0	32.0	37.0
7	33.62155084565432	34.0	33.0	37.0	31.0	37.0
8	33.67422553419455	34.0	33.0	37.0	31.0	37.0
9	33.73778032983566	34.0	33.0	37.0	32.0	37.0
10-14	34.65109512154176	35.6	34.6	37.4	31.8	37.4
15-19	36.1480496539217	38.0	36.8	38.0	32.8	38.0
20-24	36.50045691103334	38.0	37.0	38.4	34.0	38.4
25-29	36.419317082142406	38.0	37.0	39.0	33.2	39.0
30-34	36.45582163254002	38.0	37.0	39.0	33.6	39.0
35-39	36.36479747250486	38.0	37.0	39.0	33.0	39.0
40-44	36.22257990384852	38.0	36.8	39.0	32.6	39.0
45-49	36.10383407665124	38.0	36.2	39.0	32.0	39.0
50-54	36.010432057137656	38.0	36.0	39.0	31.6	39.0
55-59	36.00315918008317	38.0	36.0	39.0	31.0	39.0
60-64	35.748807907803936	38.0	36.0	39.0	30.2	39.0
65-69	35.73936785403738	38.0	36.0	39.0	30.2	39.0
70-74	35.708578762224136	38.0	36.0	39.0	30.2	39.0
75-79	35.53005315363013	38.0	36.0	39.0	30.0	39.0
80-84	35.353956267192714	38.0	35.8	38.4	29.6	39.0
85-89	35.02485099133358	38.0	34.6	38.0	27.2	39.0
90-94	34.913952313446096	38.0	34.4	38.0	27.0	39.0
95-99	34.988461670705604	38.0	34.6	38.0	27.0	39.0
100-104	34.55910907422558	38.0	34.0	38.0	25.4	39.0
105-109	34.36640958461011	38.0	34.0	38.0	24.6	39.0
110-114	34.269840184806846	38.0	34.0	38.0	24.2	39.0
115-119	33.86294277332557	37.2	33.4	38.0	19.2	39.0
120-124	33.65935208937877	37.0	33.0	38.0	20.6	39.0
125-129	33.37005877990842	37.0	32.4	38.0	16.8	38.4
130-134	32.88071758817772	37.0	32.0	38.0	14.0	38.0
135-139	32.63480511361551	37.0	31.6	37.8	14.0	38.0
140-144	32.41398133870702	37.0	31.4	37.0	14.0	38.0
145-149	31.97484573149195	37.0	31.0	37.0	14.0	38.0
150-151	30.226836281238423	34.5	27.5	37.0	13.0	37.5
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.16658029328886315
1101	2	-0.007766626780565389
1101	3	-0.0011420746410877314
1101	4	0.06033173691075433
1101	5	0.016742435843760006
1101	6	0.09412258775671489
1101	7	0.32427424294149176
1101	8	0.3438420165216485
1101	9	0.26439934348262994
1101	10-14	0.198839629009413
1101	15-19	0.18682157081347128
1101	20-24	0.20416973511336778
1101	25-29	0.2917481427414472
1101	30-34	0.2508303143512123
1101	35-39	0.19978114930839297
1101	40-44	0.1470002250696112
1101	45-49	0.1667552647660031
1101	50-54	0.21210503688769933
1101	55-59	0.15056984047513566
1101	60-64	0.2310347334288707
1101	65-69	0.19226185527757167
1101	70-74	0.16625630251054702
1101	75-79	0.015258577912554472
1101	80-84	0.16943597797289556
1101	85-89	0.3136191991727273
1101	90-94	0.2819692873300639
1101	95-99	0.15320223417898404
1101	100-104	0.25461730906488356
1101	105-109	0.30703184009997386
1101	110-114	0.2211915617603495
1101	115-119	0.13706982758236563
1101	120-124	0.28238191464530615
1101	125-129	0.31551654545283014
1101	130-134	0.4270995136716209
1101	135-139	0.423184175971727
1101	140-144	0.30961968960743036
1101	145-149	0.3317008549842235
1101	150-151	-0.03814402135163064
1102	1	0.017707819625769616
1102	2	-0.07899183221510953
1102	3	0.017491832751559855
1102	4	0.03368973324386815
1102	5	-0.026574716893286165
1102	6	0.04636360705012521
1102	7	0.0843310134544808
1102	8	0.08887523693107369
1102	9	0.25068428491745465
1102	10-14	0.1073372410695228
1102	15-19	0.12029235445217523
1102	20-24	0.10759058294636503
1102	25-29	0.10727275226122401
1102	30-34	0.2025451197248742
1102	35-39	0.21111583451296667
1102	40-44	0.18354242882085714
1102	45-49	0.10719263029253767
1102	50-54	0.2840381435238939
1102	55-59	0.2156067557147523
1102	60-64	0.10774492305700534
1102	65-69	0.16123846913519913
1102	70-74	0.13336280799257594
1102	75-79	0.16169283049007532
1102	80-84	0.14983055418055358
1102	85-89	0.14833299509042064
1102	90-94	-0.10261794958237402
1102	95-99	0.23384478780923956
1102	100-104	0.10575897635748532
1102	105-109	0.12965463203295258
1102	110-114	0.37355003804009357
1102	115-119	0.3501604020516993
1102	120-124	0.38405391720141324
1102	125-129	0.531181176185541
1102	130-134	0.5632807272097793
1102	135-139	0.7127023668391672
1102	140-144	0.6559474076631844
1102	145-149	0.5710382554200102
1102	150-151	0.7076995233324972
1103	1	-0.15976735546324505
1103	2	-0.07420316304113328
1103	3	-0.04175737837147153
1103	4	-0.07753921057104662
1103	5	-0.14106157405151976
1103	6	0.12181455540302721
1103	7	0.19844730492728502
1103	8	0.020281529035507617
1103	9	0.09609401694782349
1103	10-14	0.0761328072875358
1103	15-19	0.23454080127179822
1103	20-24	0.07610989739798413
1103	25-29	0.1571042317694804
1103	30-34	0.056648046166003496
1103	35-39	0.15287630234644212
